Quantity,Profit,Shipping_Cost,Discount,Order_Priority,mmonthN,Sales,Markets,Category_Office_Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Segment_Corporate,Segment_Home_Office
2,2.791165119514242,3.4876808135610733,0.0,0,7,4.455973872540388,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2.0967901636121877,2.1575593319689244,0.0,0,7,3.281662844493389,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2.803966271795261,2.297572532001168,0.0,3,6,4.791317740015315,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3.1933529020742664,1.7245507433339637,0.0,3,6,4.304740581925931,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,3.8220983145946765,2.0412203040888763,0.0,1,3,4.546481222001636,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,5.614878438576163,4.427836170705175,0.0,1,6,6.456863838826881,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,3.4784670124454062,1.801709790638903,0.1000000014901161,3,7,4.349116018524583,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,-2.4642786917275425,1.2612978628403244,0.5,1,1,3.278841408909771,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.828641396489095,2.9907197125611136,0.0,1,6,4.984770315374317,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.603593847368639,1.673351223863692,0.0,1,6,4.457018183894228,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.151880920148567,2.3145136525509282,0.0,1,6,3.996364181911141,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5.5298139345676205,3.4682327806200735,0.1000000014901161,3,4,6.695300628363806,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.315314624783374,5.25853648065816,0.1000000014901161,3,4,7.446643426269932,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.160020934734201,0.4054651081081644,0.0,3,4,1.7578579504376943,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.9629077093507217,1.2354714880191613,0.0,3,4,3.461665154762266,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2.1114246152425515,2.8763855159214247,0.1000000014901161,3,4,5.389802073379967,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2.6616571402213416,2.189416375665409,0.0,3,12,3.7227976981297513,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.9904181334769513,1.8733394913789774,0.2000000029802322,3,4,4.201463479715334,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.6544112817237697,1.4327007475904805,0.0,3,4,3.999117698293022,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3.685874971876868,2.5771819143023467,0.0,3,4,4.589447250323812,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.672944462294634,1.1755733327476772,0.0,3,4,3.2188758248682006,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.7578579504376943,1.2325602806405895,0.0,3,4,3.093765989616035,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5.6747998145997185,2.6071243134574336,0.0,3,1,6.75167439277797,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.7047480922384253,2.226783428958957,0.0,3,11,5.023419840247823,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,4.087487777319517,2.8870328863997474,0.0,3,1,5.185484578771338,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.18469836675089,1.3029127703213834,0.0,3,8,3.982481497518066,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.1264890007725645,3.951820451840687,0.0,3,11,6.519737120465403,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3.6691868518927055,4.169297387144682,0.4000000059604645,3,11,6.6479736385823225,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,-0.13453088753900203,3.1372318755641198,0.4000000059604645,3,11,6.205195961949841,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2.6361961000668175,2.5595502163859143,0.0,3,11,4.978594109295275,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5.626181250619377,3.5522002377050867,0.0,3,11,6.379444299467286,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3.172580524147641,2.468946665739897,0.1000000014901161,3,11,5.240894824093558,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.7186603701490615,1.1817271924532349,0.0,3,11,3.5263605246161616,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,3.9883356911048438,1.5129270036508398,0.1500000059604644,3,11,6.468265320581704,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2.7343674846488217,2.0980179389542966,0.0,3,4,4.201553382445096,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,2.5922651424106884,1.4109869504499126,0.0,3,3,4.094011165688925,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.4558210806747414,1.5623463009016154,0.1000000014901161,3,3,3.7564446737917856,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,4.671332353965184,4.476427289268993,0.0,2,5,6.965627840698315,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.3343450556416125,2.528125747596819,0.0,2,5,4.4807401421711575,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,4.839214133505036,4.280685819676853,0.0,2,5,6.872677203712064,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3.0855729391975917,2.46640315555546,0.0,3,1,4.947127383190523,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.2595570135773455,3.4011973816621555,0.1000000014901161,0,8,4.733545793274083,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,5.568275778609143,5.072294632400325,0.1000000014901161,1,8,7.1753978998324275,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.5192766200101366,2.3485140503866293,0.0,1,11,4.393460989671582,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4.257030122886181,2.9770589655357758,0.0,3,1,5.673666871718653,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2.6864860439749103,1.3635373959488568,0.0,3,3,4.294151202355936,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.1471001834690178,1.5195131902984103,0.0,3,4,4.171922699220774,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,3.923160777000212,2.302585092994046,0.0,3,4,4.6891436394059625,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.214846162027972,1.1999647628208059,0.0,3,8,3.3449797231854905,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.0296194001512595,1.6174060745144334,0.0,3,9,4.562262716832324,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4.07226933117118,2.8154087080014603,0.0,3,11,5.1112646648139926,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.985830966588371,2.6397713766859487,0.0,3,11,4.996401167087179,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3.292869507610626,3.1722034422503045,0.0,1,6,5.307673485658769,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,0.0,2.468946665739897,0.0,1,6,4.308783652383246,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,-1.9671123700440185,2.1174596019816216,0.5,3,1,3.553346067555522,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,4.096009816152161,2.7593768258516564,0.0,3,2,5.079850363117729,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.39204208052681006,0.9242588939544881,0.0,3,3,3.310542999471772,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.2236643750089704,3.5824071841438156,0.0,1,9,5.595900290872308,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4.05213272137113,4.006059652910251,0.0,1,9,6.339159302398937,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3.3028492782860717,2.714694769083774,0.0,3,12,4.9902964940324095,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.0818051865157,0.5423243074592159,0.0,3,12,2.296566978453522,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4.188441857824294,2.782539043650629,0.0,3,4,5.174340145273612,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,2.6986730161857935,2.791165119514242,0.0,3,11,5.045101095597113,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.603593847368639,2.391511330109378,0.0,3,11,4.457018183894228,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,2.0476928433652555,0.9858167749510908,0.0,3,3,3.0978374792690353,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,2.5309151375998766,1.8625285490014267,0.1000000014901161,3,3,4.405071522996904,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,6.739324781410532,5.047352880953734,0.0,1,12,7.493829391606303,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.6370530534915084,1.4655675243945496,0.0,1,1,3.354455089796946,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2.692598127536089,5.192845709867271,0.0,3,1,7.233664811182845,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.0204248861443626,3.069911714231832,0.0,3,1,4.64169497243968,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.4680995476355903,1.9344157806547146,0.0,1,5,3.5812941924580874,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1.2753627791014508,2.5439613766098743,0.0,1,5,4.191622460153498,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,2.227861518023453,0.8415672082868767,0.0,3,9,3.109953421046955,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0.7884573820386862,1.3029127703213834,0.0,3,4,3.453157132664693,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3.5085559456676507,1.6505798630871513,0.0,3,4,4.186619884710568,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,2.077439564809971,1.5260562827629987,0.1000000014901161,3,4,3.8996264622268937,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5,3.224857881377966,1.5769147029949269,0.0,3,4,4.401216366488945,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6.18143386334337,4.815025830605046,0.1000000014901161,3,4,7.544363884582539,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,4.943069952833316,3.5907151590369413,0.0,3,4,6.2120047370297815,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.682688395445239,1.472472033300352,0.0,3,10,3.9106220306245905,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.0,1.7439687687119245,0.0,1,12,4.68582810308192,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.3115448494882025,0.891998062756118,0.0,1,12,3.9431340359525135,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,4.8926022500785695,3.7376696182833684,0.0,3,8,6.44754359088074,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.4330189718138,1.5539252065362912,0.0,1,8,5.068023315047058,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.388449837172988,2.6340448096995233,0.0,1,8,4.446174490274395,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,-2.996581922418358,4.264227982478629,0.1500000059604644,1,8,6.290092128814205,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2.0967901636121877,0.9439059193165007,0.0,1,7,2.9156061794795076,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.7278597574236803,2.7324175501047714,0.0,1,7,4.916617562818702,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1.7650732052715052,1.6601310702632746,0.1000000014901161,1,7,3.3569667950529225,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5.4019383635283456,4.109889751022429,0.1000000014901161,3,4,6.288817191997569,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,3.665354901255979,1.8625285490014267,0.0,3,4,4.788074903500978,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.90210749792903,1.6695918244778665,0.0,3,4,3.883211961265559,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8,5.218971100821948,3.5397992045319553,0.1000000014901161,3,4,6.026889631425158,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,0.6323350566185898,2.3223877015907286,0.1000000014901161,3,4,4.398785386227654,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,4.268437966843882,2.772588722239781,0.1500000059604644,3,9,6.907845301785431,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,3.93143338996869,2.8558952932683437,0.0,1,6,4.8139713854931205,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3.6467544880250267,3.4359208005261554,0.0,0,9,4.901564199041894,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.5644405405179609,2.249184267979622,0.0,0,9,3.3428617776902003,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.791165119514242,3.007166628551692,0.0,1,2,4.946274491540802,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,1.467874328335657,0.0,1,2,3.108614403350656,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,2.2016591701842874,0.9082585678678127,0.0,3,9,3.2973172850330226,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.562936800113814,5.142365036239715,0.1000000014901161,2,5,7.015443040555896,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.682688395445239,2.004179067461492,0.0,2,5,4.032114504630898,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.6803363729930827,1.2441546022037906,0.0,2,5,3.4644850922520365,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,6.102648095183043,5.886881503527335,0.0,1,3,7.872851427885589,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.1781550059755577,1.5623463009016154,0.0,1,3,3.5584860075643214,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.4203461980060195,4.140114318330499,0.0,1,3,6.05029930980977,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,3.597038296446349,3.800420856143425,0.0,1,6,5.473530396911066,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2.048466742790626,3.2910104538604994,0.1000000014901161,0,9,5.033674522370605,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.272125865845949,3.2895206615939268,0.0,2,8,5.39703083948407,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4.122996796392846,3.299533741962029,0.1000000014901161,2,8,5.279460730259868,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.7608058223491271,0.3148107433205967,0.0,2,8,2.224623551524334,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2.7186603701490615,1.9035989566686833,0.0,2,8,3.75840554167195,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2.855320071549938,2.8437459343195424,0.0,2,8,5.106369670729829,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,3.634951152349037,4.66814498514948,0.0,2,8,6.425193140267086,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,6.0433451400102935,4.948263261232803,0.0,3,12,7.120783881402185,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4.707726801856124,3.65764676349,0.0,3,12,5.458308089854175,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2.928523564659441,2.791165119514242,0.0,3,12,4.924714187247782,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.0,2.572612259326932,0.0,3,12,5.291343105883817,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4.537212496071222,4.837471687182817,0.0,0,8,6.243797895810389,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.253084028638347,2.8326249222122786,0.0,0,8,4.053175316984215,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2.132982315387541,2.448415514829113,0.0,0,8,4.232075466774036,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,2.227214804067897,3.237501262032374,0.1000000014901161,0,8,4.681890448356352,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2.8396631235763143,1.8050046834297293,0.0,1,9,3.8266829549374997,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3.332204510175204,2.1412419694809155,0.0,1,8,4.010600574319691,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2.394252285000433,1.3532544774703934,0.0,3,11,3.2884018590489204,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.513678700649406,2.8684669571674872,0.1000000014901161,3,9,6.484790933049801,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.39204208052681006,1.0331844629825016,0.0,3,9,2.8724340744705708,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.6521376453070213,2.6454653367401053,0.1000000014901161,3,9,5.1360748521988535,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5.294058278979821,4.228584077456272,0.0,3,9,6.759951055910864,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,4.3975308212098465,2.5533438410275884,0.0,3,11,5.085433466413844,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.5962157441400575,2.4680995476355903,0.0,3,11,5.003677858600367,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,-2.853938319806842,3.12632188342992,0.1000000014901161,3,11,5.909505802635502,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0,2.327277705584417,0.0,3,11,4.839214133505036,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.7984040056309996,1.1410330411146548,0.0,1,5,2.710713315985326,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,2.5030739755952336,2.6672281800910014,0.0,1,5,3.9124229346010857,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,4.371761612358034,4.003325141551195,0.1000000014901161,1,8,6.153228320178493,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.2149127104055404,0.6205764954160318,0.0,1,8,1.90210749792903,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.4416993176449218,3.577668550358469,0.0,1,8,5.821150566017514,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.74745917045659,1.9329696156973943,0.0,3,12,3.313822293851151,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,3.7968366264379467,2.895911959347455,0.0,3,8,5.495322272782865,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.224623551524334,1.3056264735593353,0.0,3,9,3.5040547671018634,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.168413680613819,4.956108660807446,0.1000000014901161,1,4,6.231024609048561,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.617061183538172,1.905088123313577,0.1000000014901161,3,1,5.052148260777754,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.1786549963416462,2.373043513980568,0.0,3,1,3.5377658066962376,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4,4.970923819263117,3.5103506681968324,0.1000000014901161,3,1,6.575131596405549,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,5.049958607561115,3.962906227344152,0.1000000014901161,2,9,6.019434729667969,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5.782162235646427,5.190899206963356,0.1000000014901161,1,6,7.144430881142778,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,3.06058325302393,1.9501867356672886,0.0,3,2,4.373238167124507,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.1781550059755577,1.7578579504376943,0.0,1,8,3.5584860075643214,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-2.6206023968830143,2.4033350340342152,0.1000000014901161,3,7,5.945200650143721,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2.074429004648625,0.8153648090643967,0.0,3,9,2.8690346681376235,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,5.8270025438229345,4.357733965555845,0.0,1,1,6.717030496196968,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.5945081853433165,1.8131947686171113,0.0,1,1,4.0056954785119085,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4.098004543324314,4.5793393946374295,0.4000000059604645,1,1,6.79114279971748,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0.9631743195929946,0.8458682859962117,0.0,1,4,2.607861451357774,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.048475152526148,2.1400661634962708,0.0,3,6,4.7328595713023836,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-4.179481973401661,3.8805323540837193,0.1500000059604644,3,6,6.123211855609138,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9,3.332204510175204,4.572750269513446,0.0,0,3,6.118229342522643,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4.344454601373624,3.8950802815939305,0.0,0,3,5.032070574816321,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3.065071790071426,3.891003619504574,0.1000000014901161,0,3,5.443525307749726,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1.3542875836939543,4.521353689939268,0.1500000059604644,0,3,5.507418817703347,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,3.1389664383342684,2.7472709387086787,0.0,0,11,3.831246672241378,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2.3664984044236372,2.361796920267479,0.0,2,11,4.117735485200649,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4.254903195026621,3.4031953665584407,0.0,2,11,5.139614639586436,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,6.388924370620406,5.254469957202121,0.1500000059604644,2,11,7.396801448793577,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1.7047480922384253,2.0869135494192244,0.0,3,3,4.05213272137113,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2.768831647037307,2.2617631382102195,0.0,1,8,3.996364181911141,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.48858001189328965,2.5079719009739794,0.0,1,8,4.399743759226747,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2.3898630738332916,2.803360380906535,0.1000000014901161,1,8,4.607687005153654,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,3.1179499231574317,3.2676659890376327,0.0,1,8,5.3854120594129125,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1.2584609841914016,2.895359307842134,0.0,1,8,4.17561731048628,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.247213504129741,3.961194058150583,0.1000000014901161,2,5,6.4113518262959985,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2.707516700560078,3.0955776257847805,0.1000000014901161,2,5,5.0763731041915845,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
